city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Langkaplancar,-7.3777,108.6141,Indonesia,ID,Jawa Barat,minor,,
Cibeureum,-7.3707,108.5087,Indonesia,ID,Jawa Barat,minor,,
Pangasinan,-7.4066,108.5292,Indonesia,ID,Jawa Barat,minor,,
Bojong,-7.3858,108.4941,Indonesia,ID,Jawa Barat,minor,,
Babakan,-7.3657,108.6405,Indonesia,ID,Jawa Barat,minor,,
Ciaren,-7.3680,108.5565,Indonesia,ID,Jawa Barat,minor,,
Cipadung Timur,-7.3594,108.5414,Indonesia,ID,Jawa Barat,minor,,
Balokang,-7.3665,108.4852,Indonesia,ID,Jawa Barat,minor,,
Sinargalih,-7.3574,108.6382,Indonesia,ID,Jawa Barat,minor,,
Randegan Dua,-7.3556,108.5683,Indonesia,ID,Jawa Barat,minor,,
Rancakole,-7.3715,108.5891,Indonesia,ID,Jawa Barat,minor,,
Babakansari,-7.3699,108.5609,Indonesia,ID,Jawa Barat,minor,,
Warungbuah,-7.3858,108.5044,Indonesia,ID,Jawa Barat,minor,,
Sukarame,-7.3779,108.5375,Indonesia,ID,Jawa Barat,minor,,
Sindanggalih,-7.3615,108.6238,Indonesia,ID,Jawa Barat,minor,,
Cikabuyutan Barat,-7.3785,108.5422,Indonesia,ID,Jawa Barat,minor,,
Banjar Pande,-8.5126,115.2399,Indonesia,ID,Bali,minor,,
Margasari,-7.0948,109.0250,Indonesia,ID,Jawa Tengah,minor,,
Slawi,-6.9816,109.1407,Indonesia,ID,Jawa Tengah,minor,,
Banjar Sayanbaleran,-8.5060,115.1804,Indonesia,ID,Bali,minor,,
Banjar Sandinggianyar,-8.4629,115.2992,Indonesia,ID,Bali,minor,,
Banjar Tebongkang,-8.5285,115.2431,Indonesia,ID,Bali,minor,,
Banjar Triwangsakelusa,-8.4406,115.2582,Indonesia,ID,Bali,minor,,
Bayad,-8.4472,115.2415,Indonesia,ID,Bali,minor,,
Melinggih,-8.4313,115.2447,Indonesia,ID,Bali,minor,,
Banjar Mulung,-8.4786,115.3107,Indonesia,ID,Bali,minor,,
Buahan,-8.3948,115.2367,Indonesia,ID,Bali,minor,,
Banjar Bukian,-8.4069,115.2651,Indonesia,ID,Bali,minor,,
Banjar Kedisan Kelod,-8.4222,115.2924,Indonesia,ID,Bali,minor,,
Banjar Ubud,-8.4761,115.2932,Indonesia,ID,Bali,minor,,
Gianyar,-8.5435,115.3272,Indonesia,ID,Bali,minor,,
Banjar Pasekan,-8.6329,115.2840,Indonesia,ID,Bali,minor,,
Banjar Petuludesa,-8.4869,115.2742,Indonesia,ID,Bali,minor,,
Banjar Pesalakan,-8.4812,115.3025,Indonesia,ID,Bali,minor,,
Banjar Madangan Kaja,-8.4750,115.3238,Indonesia,ID,Bali,minor,,
Banjar Tegallalang,-8.4366,115.2792,Indonesia,ID,Bali,minor,,
Banjar Triwangsakeliki,-8.4520,115.2620,Indonesia,ID,Bali,minor,,
Banjar Manukayaanyar,-8.4083,115.3124,Indonesia,ID,Bali,minor,,
Banjar Dujung Kaja,-8.4008,115.2886,Indonesia,ID,Bali,minor,,
Banjar Ponggang,-8.3893,115.2605,Indonesia,ID,Bali,minor,,
Banjar Kerta,-8.3384,115.2868,Indonesia,ID,Bali,minor,,
Banjar Tengah,-8.4289,115.3065,Indonesia,ID,Bali,minor,,
Bunutan,-8.4649,115.2480,Indonesia,ID,Bali,minor,,
Banjar Taro Kelod,-8.3849,115.2794,Indonesia,ID,Bali,minor,,
Cilangkap,-7.4041,108.4981,Indonesia,ID,Jawa Barat,minor,,
Bandar Seri Bentan,1.0542,104.4800,Indonesia,ID,Kepulauan Riau,minor,,
Sekupang,1.1272,103.9267,Indonesia,ID,Kepulauan Riau,minor,,
Belakangpadang,1.1496,103.8916,Indonesia,ID,Kepulauan Riau,minor,,
Cimawate,-7.4202,108.1822,Indonesia,ID,Jawa Barat,minor,,
Cilisung,-7.4165,108.5124,Indonesia,ID,Jawa Barat,minor,,
Karawang,-6.3033,107.3056,Indonesia,ID,Jawa Barat,minor,,
Nagrog,-7.0347,107.2297,Indonesia,ID,Jawa Barat,minor,,
Tegallega,-7.0463,107.2224,Indonesia,ID,Jawa Barat,minor,,
Banjar Petak,-8.4448,115.3195,Indonesia,ID,Bali,minor,,
Demak,-6.8909,110.6396,Indonesia,ID,Jawa Tengah,minor,,
Tinggarwangi,-7.5239,109.1228,Indonesia,ID,Jawa Tengah,minor,,
Kebasen,-7.5333,109.1997,Indonesia,ID,Jawa Tengah,minor,,
Menganti,-7.5492,109.1564,Indonesia,ID,Jawa Tengah,minor,,
Tipar,-7.5053,109.1481,Indonesia,ID,Jawa Tengah,minor,,
Rawaheng,-7.5411,109.0467,Indonesia,ID,Jawa Tengah,minor,,
Garbi,-7.5022,109.2147,Indonesia,ID,Jawa Tengah,minor,,
Purwokerto,-7.4214,109.2344,Indonesia,ID,Jawa Tengah,minor,,
Losari,-7.5578,109.1547,Indonesia,ID,Jawa Tengah,minor,,
Sangkalputung,-7.5061,109.0625,Indonesia,ID,Jawa Tengah,minor,,
Papringan,-7.5039,109.2483,Indonesia,ID,Jawa Tengah,minor,,
Gambarjati,-7.5369,109.1289,Indonesia,ID,Jawa Tengah,minor,,
Pekuncen,-7.5597,109.1186,Indonesia,ID,Jawa Tengah,minor,,
Karanglewas,-7.5536,109.1389,Indonesia,ID,Jawa Tengah,minor,,
Binangun,-7.5375,109.2469,Indonesia,ID,Jawa Tengah,minor,,
Klapagading,-7.5186,109.0694,Indonesia,ID,Jawa Tengah,minor,,
Kaliduren,-7.5603,109.0981,Indonesia,ID,Jawa Tengah,minor,,
Gerduren,-7.5133,109.0928,Indonesia,ID,Jawa Tengah,minor,,
Sudikampir,-7.5128,109.0272,Indonesia,ID,Jawa Tengah,minor,,
Bantar Tengah,-7.5453,109.0892,Indonesia,ID,Jawa Tengah,minor,,
Wangon,-7.5161,109.0539,Indonesia,ID,Jawa Tengah,minor,,
Rawalo,-7.5369,109.1792,Indonesia,ID,Jawa Tengah,minor,,
Gambarsari,-7.5314,109.2014,Indonesia,ID,Jawa Tengah,minor,,
Margasana,-7.5383,109.1383,Indonesia,ID,Jawa Tengah,minor,,
Pesawahan,-7.5242,109.1678,Indonesia,ID,Jawa Tengah,minor,,
Tugu,-7.5147,109.1378,Indonesia,ID,Jawa Tengah,minor,,
Tengah,-7.5553,109.1131,Indonesia,ID,Jawa Tengah,minor,,
Jatilawang,-7.5344,109.1197,Indonesia,ID,Jawa Tengah,minor,,
Diwek,-7.5917,112.2370,Indonesia,ID,Jawa Timur,minor,,
Jombang,-7.5448,112.2360,Indonesia,ID,Jawa Timur,minor,,
Desa Kaler Gunungcupu,-7.2948,108.2298,Indonesia,ID,Jawa Barat,minor,,
Pemalang,-6.9000,109.3667,Indonesia,ID,Jawa Tengah,minor,,
Brak,-7.5592,109.2200,Indonesia,ID,Jawa Tengah,minor,,
Cimamut,-7.3116,108.2568,Indonesia,ID,Jawa Barat,minor,,
Doudo,-6.9564,112.4989,Indonesia,ID,Jawa Timur,minor,,
Sambipondok,-6.9720,112.5250,Indonesia,ID,Jawa Timur,minor,,
Jetis,-6.9776,112.4323,Indonesia,ID,Jawa Timur,minor,,
Sungaitinta,-5.8452,112.6693,Indonesia,ID,Jawa Timur,minor,,
Babakbawo,-6.9886,112.4872,Indonesia,ID,Jawa Timur,minor,,
Glatik,-6.9710,112.5386,Indonesia,ID,Jawa Timur,minor,,
Bulangan,-6.9788,112.3918,Indonesia,ID,Jawa Timur,minor,,
Prupuh,-6.9127,112.4578,Indonesia,ID,Jawa Timur,minor,,
Pantenan,-6.9199,112.4381,Indonesia,ID,Jawa Timur,minor,,
Madumulyorejo,-6.9980,112.4485,Indonesia,ID,Jawa Timur,minor,,
Ujungpangkah,-6.9170,112.5551,Indonesia,ID,Jawa Timur,minor,,
Sambogunung,-6.9885,112.4978,Indonesia,ID,Jawa Timur,minor,,
Bengkosobung,-5.8462,112.6570,Indonesia,ID,Jawa Timur,minor,,
Ketapang,-6.9589,112.5545,Indonesia,ID,Jawa Timur,minor,,
Krajan Pangkah Kulon,-6.9158,112.5541,Indonesia,ID,Jawa Timur,minor,,
Kertosonopilang,-6.9856,112.5206,Indonesia,ID,Jawa Timur,minor,,
Ketanen,-6.9252,112.4415,Indonesia,ID,Jawa Timur,minor,,
Mentaras,-6.9816,112.4469,Indonesia,ID,Jawa Timur,minor,,
Siwalan,-6.9390,112.4343,Indonesia,ID,Jawa Timur,minor,,
Wadeng,-6.9664,112.5139,Indonesia,ID,Jawa Timur,minor,,
Sidokumpul,-6.8823,112.4533,Indonesia,ID,Jawa Timur,minor,,
Golokan,-6.9784,112.5392,Indonesia,ID,Jawa Timur,minor,,
Saniwonorejo,-6.9842,112.4909,Indonesia,ID,Jawa Timur,minor,,
Tiremenggal,-6.9979,112.4263,Indonesia,ID,Jawa Timur,minor,,
Gresik,-7.1539,112.6561,Indonesia,ID,Jawa Timur,minor,,
Sembungan Kidul,-7.0064,112.5079,Indonesia,ID,Jawa Timur,minor,,
Kauman,-6.9901,112.5632,Indonesia,ID,Jawa Timur,minor,,
Rujing,-5.7564,112.6333,Indonesia,ID,Jawa Timur,minor,,
Asemanis,-6.9987,112.5755,Indonesia,ID,Jawa Timur,minor,,
Tambak,-5.7321,112.6503,Indonesia,ID,Jawa Timur,minor,,
Weru,-6.8801,112.4509,Indonesia,ID,Jawa Timur,minor,,
Sekapuk,-6.9542,112.5055,Indonesia,ID,Jawa Timur,minor,,
Grejeg Selatan,-5.7540,112.6667,Indonesia,ID,Jawa Timur,minor,,
Raci Kulon,-7.0005,112.5425,Indonesia,ID,Jawa Timur,minor,,
Wonokerto,-6.9685,112.3975,Indonesia,ID,Jawa Timur,minor,,
Gampeng,-6.9365,112.4530,Indonesia,ID,Jawa Timur,minor,,
Gosari,-6.9391,112.5095,Indonesia,ID,Jawa Timur,minor,,
Srowo,-6.9838,112.5644,Indonesia,ID,Jawa Timur,minor,,
Telukjati,-5.7755,112.6087,Indonesia,ID,Jawa Timur,minor,,
Petung,-6.9725,112.4776,Indonesia,ID,Jawa Timur,minor,,
Lowayu,-6.9737,112.4192,Indonesia,ID,Jawa Timur,minor,,
Pengulu,-6.9872,112.5634,Indonesia,ID,Jawa Timur,minor,,
Bangeran,-6.9817,112.4048,Indonesia,ID,Jawa Timur,minor,,
Mojosari,-7.5194,112.5597,Indonesia,ID,Jawa Timur,minor,,
Kebonagung,-6.9435,112.5322,Indonesia,ID,Jawa Timur,minor,,
Mojopetung,-6.9803,112.4678,Indonesia,ID,Jawa Timur,minor,,
Gupakan,-6.9997,112.5089,Indonesia,ID,Jawa Timur,minor,,
Banyulegi,-6.9123,112.5310,Indonesia,ID,Jawa Timur,minor,,
Suwari Timur,-5.8154,112.5983,Indonesia,ID,Jawa Timur,minor,,
Sumampir,-6.9998,112.4436,Indonesia,ID,Jawa Timur,minor,,
Sidayu,-6.9993,112.5636,Indonesia,ID,Jawa Timur,minor,,
Bunderan,-6.9908,112.5614,Indonesia,ID,Jawa Timur,minor,,
Karangrejo,-6.9523,112.5551,Indonesia,ID,Jawa Timur,minor,,
Asempapak,-6.9950,112.5642,Indonesia,ID,Jawa Timur,minor,,
Watuguling,-6.9187,112.4530,Indonesia,ID,Jawa Timur,minor,,
Wotan,-6.9594,112.4862,Indonesia,ID,Jawa Timur,minor,,
Mojoasem,-6.9965,112.5728,Indonesia,ID,Jawa Timur,minor,,
Sedagaran,-6.9857,112.5651,Indonesia,ID,Jawa Timur,minor,,
Randuboto,-7.0034,112.5812,Indonesia,ID,Jawa Timur,minor,,
Tebuwung,-6.9813,112.4398,Indonesia,ID,Jawa Timur,minor,,
Sukorejo,-6.9820,112.4999,Indonesia,ID,Jawa Timur,minor,,
Gopaan,-7.0014,112.5106,Indonesia,ID,Jawa Timur,minor,,
Bolo,-6.9621,112.5233,Indonesia,ID,Jawa Timur,minor,,
Sidomulyo,-6.9930,112.5644,Indonesia,ID,Jawa Timur,minor,,
Delegan,-6.9008,112.4626,Indonesia,ID,Jawa Timur,minor,,
Campurrejo,-6.8843,112.4529,Indonesia,ID,Jawa Timur,minor,,
Gedangan,-6.9699,112.4964,Indonesia,ID,Jawa Timur,minor,,
Waru Lor,-6.8835,112.4544,Indonesia,ID,Jawa Timur,minor,,
Sukodono,-6.9586,112.4567,Indonesia,ID,Jawa Timur,minor,,
Mriyunan,-6.9902,112.5664,Indonesia,ID,Jawa Timur,minor,,
Serah,-6.9490,112.4439,Indonesia,ID,Jawa Timur,minor,,
Banyutengah,-6.8919,112.4528,Indonesia,ID,Jawa Timur,minor,,
Purwodadi,-6.9856,112.5623,Indonesia,ID,Jawa Timur,minor,,
Canga’an,-6.9218,112.5058,Indonesia,ID,Jawa Timur,minor,,
Ngembo,-6.9087,112.5022,Indonesia,ID,Jawa Timur,minor,,
Sudimara,-5.8325,112.6948,Indonesia,ID,Jawa Timur,minor,,
Lasem,-6.9889,112.5075,Indonesia,ID,Jawa Timur,minor,,
Imaan,-6.9849,112.4737,Indonesia,ID,Jawa Timur,minor,,
Kemeduran,-6.9160,112.5575,Indonesia,ID,Jawa Timur,minor,,
Eler,-5.7567,112.6431,Indonesia,ID,Jawa Timur,minor,,
Jepara,-6.5924,110.6710,Indonesia,ID,Jawa Tengah,minor,,
Paloh,-6.8776,112.4484,Indonesia,ID,Jawa Timur,minor,,
Purbalingga,-7.3881,109.3639,Indonesia,ID,Jawa Tengah,minor,,
Mungkid,-7.5925,110.2189,Indonesia,ID,Jawa Tengah,minor,,
Purwakarta,-6.5569,107.4433,Indonesia,ID,Jawa Barat,minor,,
Bangil,-7.5993,112.7840,Indonesia,ID,Jawa Timur,minor,,
Lanpelan,-6.9819,113.5989,Indonesia,ID,Jawa Timur,minor,,
Rokem Barat,-6.8973,113.5316,Indonesia,ID,Jawa Timur,minor,,
Pogag,-7.0638,113.5187,Indonesia,ID,Jawa Timur,minor,,
Kendal,-7.0436,113.5874,Indonesia,ID,Jawa Timur,minor,,
Batuputih,-7.1183,113.5523,Indonesia,ID,Jawa Timur,minor,,
Langdulang,-6.9508,113.6066,Indonesia,ID,Jawa Timur,minor,,
Brumbung Laok,-6.9271,113.5165,Indonesia,ID,Jawa Timur,minor,,
Barajalan,-7.1332,113.5347,Indonesia,ID,Jawa Timur,minor,,
Palalang,-7.0326,113.5735,Indonesia,ID,Jawa Timur,minor,,
Bong,-7.2261,113.5001,Indonesia,ID,Jawa Timur,minor,,
Baban,-6.9266,113.4911,Indonesia,ID,Jawa Timur,minor,,
Baban,-6.9939,113.5221,Indonesia,ID,Jawa Timur,minor,,
Toampar,-7.1310,113.5424,Indonesia,ID,Jawa Timur,minor,,
Karangdalam,-7.1888,113.5125,Indonesia,ID,Jawa Timur,minor,,
Bunder,-7.1867,113.5297,Indonesia,ID,Jawa Timur,minor,,
Waru,-6.9421,113.5499,Indonesia,ID,Jawa Timur,minor,,
Masaran,-6.9869,113.5950,Indonesia,ID,Jawa Timur,minor,,
Gungguh,-7.0350,113.5599,Indonesia,ID,Jawa Timur,minor,,
Utara,-7.1683,113.4987,Indonesia,ID,Jawa Timur,minor,,
Bandungan Timur,-6.9634,113.4884,Indonesia,ID,Jawa Timur,minor,,
Lonpao Dajah,-6.8989,113.4891,Indonesia,ID,Jawa Timur,minor,,
Sekolahan,-7.1143,113.5829,Indonesia,ID,Jawa Timur,minor,,
Bertah,-7.1152,113.5487,Indonesia,ID,Jawa Timur,minor,,
Pregi,-6.9810,113.5398,Indonesia,ID,Jawa Timur,minor,,
Tonggakjati,-7.0612,113.5280,Indonesia,ID,Jawa Timur,minor,,
Jambul,-7.2186,113.5306,Indonesia,ID,Jawa Timur,minor,,
Sumberbendo,-7.0655,113.5272,Indonesia,ID,Jawa Timur,minor,,
Batas Barat,-7.0506,113.5429,Indonesia,ID,Jawa Timur,minor,,
Rongrongan,-7.1505,113.5283,Indonesia,ID,Jawa Timur,minor,,
Sumber Tengah,-7.0406,113.5349,Indonesia,ID,Jawa Timur,minor,,
Gunungtengah,-6.9653,113.5521,Indonesia,ID,Jawa Timur,minor,,
Pademawu,-7.1862,113.5257,Indonesia,ID,Jawa Timur,minor,,
Duko,-6.9189,113.6224,Indonesia,ID,Jawa Timur,minor,,
Sangoleng,-6.9001,113.5144,Indonesia,ID,Jawa Timur,minor,,
Tanahmerah,-7.1337,113.5712,Indonesia,ID,Jawa Timur,minor,,
Sannip,-7.0475,113.5842,Indonesia,ID,Jawa Timur,minor,,
Laokgunung,-6.9489,113.5825,Indonesia,ID,Jawa Timur,minor,,
Secang Barat,-6.9738,113.4418,Indonesia,ID,Jawa Timur,minor,,
Pasean,-6.8932,113.5805,Indonesia,ID,Jawa Timur,minor,,
Murtajih,-7.1669,113.5091,Indonesia,ID,Jawa Timur,minor,,
Grujugan,-7.1279,113.5384,Indonesia,ID,Jawa Timur,minor,,
Tentenan,-7.1304,113.5333,Indonesia,ID,Jawa Timur,minor,,
Duwaktenggi,-7.1108,113.5265,Indonesia,ID,Jawa Timur,minor,,
Jepon,-6.9123,113.6287,Indonesia,ID,Jawa Timur,minor,,
Patapan,-7.0279,113.5081,Indonesia,ID,Jawa Timur,minor,,
Bangkal,-7.2270,113.5304,Indonesia,ID,Jawa Timur,minor,,
Mungging,-7.2043,113.5320,Indonesia,ID,Jawa Timur,minor,,
Tamberu,-6.8981,113.4843,Indonesia,ID,Jawa Timur,minor,,
Taraban Timur,-7.1149,113.5773,Indonesia,ID,Jawa Timur,minor,,
Daleman Tengah,-7.1050,113.5913,Indonesia,ID,Jawa Timur,minor,,
Tenggina,-7.0544,113.5653,Indonesia,ID,Jawa Timur,minor,,
Tenggina,-6.9987,113.5648,Indonesia,ID,Jawa Timur,minor,,
Bakbatu,-7.0831,113.5943,Indonesia,ID,Jawa Timur,minor,,
Pandiyan,-7.1315,113.5579,Indonesia,ID,Jawa Timur,minor,,
Platok,-7.1303,113.5787,Indonesia,ID,Jawa Timur,minor,,
Galis,-7.1562,113.5537,Indonesia,ID,Jawa Timur,minor,,
Gunung,-7.0148,113.5819,Indonesia,ID,Jawa Timur,minor,,
Nampera,-7.1582,113.5554,Indonesia,ID,Jawa Timur,minor,,
Gagah,-7.1073,113.5949,Indonesia,ID,Jawa Timur,minor,,
Ombul,-7.1507,113.4976,Indonesia,ID,Jawa Timur,minor,,
Trebungonjur,-7.0089,113.5144,Indonesia,ID,Jawa Timur,minor,,
Tandes,-7.1579,113.5405,Indonesia,ID,Jawa Timur,minor,,
Angsana Timur,-7.0913,113.5430,Indonesia,ID,Jawa Timur,minor,,
Kebon,-7.1849,113.5025,Indonesia,ID,Jawa Timur,minor,,
Toroy,-6.9179,113.6087,Indonesia,ID,Jawa Timur,minor,,
Dorbuk Utara,-7.1932,113.5038,Indonesia,ID,Jawa Timur,minor,,
Pancoran,-7.1035,113.5201,Indonesia,ID,Jawa Timur,minor,,
Sumberngerjat,-7.0888,113.5901,Indonesia,ID,Jawa Timur,minor,,
Lobuk,-7.1591,113.5186,Indonesia,ID,Jawa Timur,minor,,
Pakong,-7.0311,113.5496,Indonesia,ID,Jawa Timur,minor,,
Morsoksok,-7.2078,113.4979,Indonesia,ID,Jawa Timur,minor,,
Mor Laok,-7.2244,113.5151,Indonesia,ID,Jawa Timur,minor,,
Lembung Tengah,-7.1621,113.5619,Indonesia,ID,Jawa Timur,minor,,
Oro Timur,-6.8954,113.5713,Indonesia,ID,Jawa Timur,minor,,
Paolasen,-6.9993,113.5325,Indonesia,ID,Jawa Timur,minor,,
Timur Dajah,-6.8971,113.5218,Indonesia,ID,Jawa Timur,minor,,
Sumberbatas,-7.0497,113.5583,Indonesia,ID,Jawa Timur,minor,,
Trasak,-7.1323,113.5235,Indonesia,ID,Jawa Timur,minor,,
Telangi Satu,-6.9451,113.5464,Indonesia,ID,Jawa Timur,minor,,
Pakong Laok,-7.0417,113.5567,Indonesia,ID,Jawa Timur,minor,,
Bulung,-7.1583,113.5100,Indonesia,ID,Jawa Timur,minor,,
Kadur,-7.0930,113.5586,Indonesia,ID,Jawa Timur,minor,,
Larangan,-7.1287,113.5470,Indonesia,ID,Jawa Timur,minor,,
Tengah,-6.9942,113.5584,Indonesia,ID,Jawa Timur,minor,,
Tengah,-6.9313,113.5515,Indonesia,ID,Jawa Timur,minor,,
Rapas,-6.9366,113.5121,Indonesia,ID,Jawa Timur,minor,,
Polagan Tengah,-7.1385,113.5607,Indonesia,ID,Jawa Timur,minor,,
Danpateh,-6.9293,113.5368,Indonesia,ID,Jawa Timur,minor,,
Bulay,-7.1427,113.5485,Indonesia,ID,Jawa Timur,minor,,
Kalebun,-6.9434,113.4837,Indonesia,ID,Jawa Timur,minor,,
Biris Daja,-7.1538,113.5197,Indonesia,ID,Jawa Timur,minor,,
Plasah,-7.1746,113.5536,Indonesia,ID,Jawa Timur,minor,,
Barat,-7.0442,113.5762,Indonesia,ID,Jawa Timur,minor,,
Barat,-7.0496,113.4945,Indonesia,ID,Jawa Timur,minor,,
Temorlorong,-7.1339,113.5200,Indonesia,ID,Jawa Timur,minor,,
Nomih,-6.9828,113.4857,Indonesia,ID,Jawa Timur,minor,,
Pamekasan,-7.1568,113.4746,Indonesia,ID,Jawa Timur,minor,,
Wakduwa’ Barat,-6.9394,113.5273,Indonesia,ID,Jawa Timur,minor,,
Jrebeng,-7.0051,112.4662,Indonesia,ID,Jawa Timur,minor,,
Gambolempuk,-7.5678,109.2322,Indonesia,ID,Jawa Tengah,minor,,
Batakte,-10.2559,123.5566,Indonesia,ID,Nusa Tenggara Timur,minor,,
Sumurber,-6.9495,112.4288,Indonesia,ID,Jawa Timur,minor,,
Tuliskriyo,-8.1341,112.1519,Indonesia,ID,Jawa Timur,minor,,
Karanganyar,-7.5983,110.9444,Indonesia,ID,Jawa Tengah,minor,,
Kadumanis,-7.1762,108.8671,Indonesia,ID,Jawa Tengah,minor,,
Cisitu,-7.1419,108.7990,Indonesia,ID,Jawa Tengah,minor,,
Salanegara,-7.1616,108.7433,Indonesia,ID,Jawa Tengah,minor,,
Kertasari,-7.0685,108.8290,Indonesia,ID,Jawa Tengah,minor,,
Bentarsari,-7.1539,108.8161,Indonesia,ID,Jawa Tengah,minor,,
Legok,-7.2174,108.8301,Indonesia,ID,Jawa Tengah,minor,,
Blandongan,-7.0886,108.8378,Indonesia,ID,Jawa Tengah,minor,,
Ganggawang,-7.1637,108.8172,Indonesia,ID,Jawa Tengah,minor,,
Banjaran,-7.1905,108.7977,Indonesia,ID,Jawa Tengah,minor,,
Gununglarang,-7.1970,108.8309,Indonesia,ID,Jawa Tengah,minor,,
Bentar,-7.1506,108.8095,Indonesia,ID,Jawa Tengah,minor,,
Muara,-7.2557,108.8729,Indonesia,ID,Jawa Tengah,minor,,
Salem Kidul,-7.1855,108.8040,Indonesia,ID,Jawa Tengah,minor,,
Dukuhkopi,-7.0142,108.8375,Indonesia,ID,Jawa Tengah,minor,,
Winduasri,-7.1385,108.7327,Indonesia,ID,Jawa Tengah,minor,,
Kandayakan Satu,-7.1370,108.7827,Indonesia,ID,Jawa Tengah,minor,,
Melahayu,-7.0260,108.8269,Indonesia,ID,Jawa Tengah,minor,,
Gandoang,-7.1668,108.8436,Indonesia,ID,Jawa Tengah,minor,,
Windusakti Hilir,-7.1554,108.7231,Indonesia,ID,Jawa Tengah,minor,,
Ciputih,-7.1564,108.8231,Indonesia,ID,Jawa Tengah,minor,,
Pamedaran,-7.0680,108.8647,Indonesia,ID,Jawa Tengah,minor,,
Cipanjang,-7.0645,108.8117,Indonesia,ID,Jawa Tengah,minor,,
Capar,-7.1192,108.7338,Indonesia,ID,Jawa Tengah,minor,,
Indrajaya Satu,-7.1751,108.7750,Indonesia,ID,Jawa Tengah,minor,,
Cogreg,-7.1474,108.8017,Indonesia,ID,Jawa Tengah,minor,,
Brebes,-6.8691,109.0378,Indonesia,ID,Jawa Tengah,minor,,
Citimbang,-7.1894,108.8567,Indonesia,ID,Jawa Tengah,minor,,
Salem,-7.1825,108.8059,Indonesia,ID,Jawa Tengah,minor,,
Sindangheula,-7.0879,108.8106,Indonesia,ID,Jawa Tengah,minor,,
Gunungjaya,-7.1834,108.7420,Indonesia,ID,Jawa Tengah,minor,,
Bandungsari,-7.0771,108.8205,Indonesia,ID,Jawa Tengah,minor,,
Legoknyenang,-7.1740,108.8295,Indonesia,ID,Jawa Tengah,minor,,
Tembongraja,-7.1499,108.7600,Indonesia,ID,Jawa Tengah,minor,,
Sumberaya Barat,-7.0434,113.5924,Indonesia,ID,Jawa Timur,minor,,
Sukasari,-7.2346,108.8607,Indonesia,ID,Jawa Tengah,minor,,
Sitimerto,-7.7676,112.0868,Indonesia,ID,Jawa Timur,minor,,
Krajan Wetan Wonojoyo,-7.8228,112.0792,Indonesia,ID,Jawa Timur,minor,,
Ngasem,-7.7965,112.0447,Indonesia,ID,Jawa Timur,minor,,
Penanggapan,-7.0633,108.7875,Indonesia,ID,Jawa Tengah,minor,,
Ciherang,-6.1829,106.0599,Indonesia,ID,Banten,minor,,
Kadumonyong,-6.1725,105.8847,Indonesia,ID,Banten,minor,,
Padarincang,-6.2140,105.9512,Indonesia,ID,Banten,minor,,
Panyirapan,-6.2339,106.1233,Indonesia,ID,Banten,minor,,
Citasuk,-6.2112,105.9606,Indonesia,ID,Banten,minor,,
Pancanagara,-6.1919,106.0877,Indonesia,ID,Banten,minor,,
Pondokwaru,-6.1972,105.8394,Indonesia,ID,Banten,minor,,
Citaman,-6.2356,106.0201,Indonesia,ID,Banten,minor,,
Dahu,-6.2163,105.8740,Indonesia,ID,Banten,minor,,
Talagabakti,-6.2081,106.0093,Indonesia,ID,Banten,minor,,
Bojonegara,-5.9700,106.0955,Indonesia,ID,Banten,minor,,
Pabuaran,-6.2043,106.0711,Indonesia,ID,Banten,minor,,
Langgen,-5.9832,106.3056,Indonesia,ID,Banten,minor,,
Sioah,-6.2063,106.1107,Indonesia,ID,Banten,minor,,
Nengger,-6.2083,105.9875,Indonesia,ID,Banten,minor,,
Kopibaru,-6.1620,105.8729,Indonesia,ID,Banten,minor,,
Kurungkotok,-6.2278,106.0372,Indonesia,ID,Banten,minor,,
Cibunut,-6.1601,105.9113,Indonesia,ID,Banten,minor,,
Lebak,-6.2369,106.0119,Indonesia,ID,Banten,minor,,
Sirnagalih,-6.2157,106.0437,Indonesia,ID,Banten,minor,,
Cipayung,-6.2074,106.0158,Indonesia,ID,Banten,minor,,
Cikuray,-6.1987,105.9254,Indonesia,ID,Banten,minor,,
Tawingmuara,-6.1637,105.8548,Indonesia,ID,Banten,minor,,
Cilongkrangpusaka,-6.2263,106.0253,Indonesia,ID,Banten,minor,,
Uluarang,-6.1473,106.0452,Indonesia,ID,Banten,minor,,
Kampungsawah Landeuh,-6.2485,106.0100,Indonesia,ID,Banten,minor,,
Sukacai,-6.2365,106.1105,Indonesia,ID,Banten,minor,,
Lengor,-6.2279,106.1100,Indonesia,ID,Banten,minor,,
Kaduela,-6.2452,106.0814,Indonesia,ID,Banten,minor,,
Merapit,-6.1544,106.0625,Indonesia,ID,Banten,minor,,
Cikaung,-6.2040,106.0827,Indonesia,ID,Banten,minor,,
Pasauran,-6.2306,105.8325,Indonesia,ID,Banten,minor,,
Sampiran,-6.2084,106.0734,Indonesia,ID,Banten,minor,,
Timurjaya,-5.8141,106.2851,Indonesia,ID,Banten,minor,,
Lontar,-5.9699,106.3053,Indonesia,ID,Banten,minor,,
Kopibera,-6.1548,105.8734,Indonesia,ID,Banten,minor,,
Manggu,-6.2153,105.9497,Indonesia,ID,Banten,minor,,
Kalibuntu,-6.2134,106.1138,Indonesia,ID,Banten,minor,,
Nagreg,-6.2556,106.0056,Indonesia,ID,Banten,minor,,
